Product,Outlet,ARIMA_RMSE,ARIMA_MAE,ARIMA_MAPE,Prophet_RMSE,Prophet_MAE,Prophet_MAPE
Mechanical Keyboard,Outlet_B,447.64707707146977,372.03417269905344,1.7231867764250246,411.149506315037,341.50793074234707,1.943400813000694
Gaming Console,Outlet_D,684.6629121624685,580.4497195374953,0.8355571540232698,688.9868415238104,585.9341949050913,0.8378803408415729
Power Bank,Outlet_F,498.36940357602714,430.9700501973307,1.0243213478666895,572.8078445118488,483.5062608989445,1.028008174159367
Smartphone X,Outlet_G,681.4399832150591,629.2230653507135,3.2946745025790936,720.0088797115247,666.3836303459028,3.233234517575612
Wireless Headphones,Outlet_I,428.56991907510815,348.31255764744634,1.7261677499579244,492.3335610316339,438.34854876845884,1.8035562078262775
Printer,Outlet_I,502.6170035261227,371.18174617052836,0.44590691061093785,485.39516491667865,369.3931592780395,0.4664189088126793
Projector,Outlet_F,430.64584900094957,343.0667701137697,2.667555291087728,397.18099879435175,322.249736199731,2.3175025028156617
Wireless Mouse,Outlet_G,518.2480254860147,435.34039017917803,1.1748878287982607,594.469155688792,526.8140847121291,0.9632960396804174
Gaming Console,Outlet_G,642.608169600549,579.7638808115419,0.869504194277882,664.4984966283802,593.2960284722764,0.8981681485356806
Bluetooth Speaker,Outlet_E,419.45226143931563,369.0764655811279,0.876906215976018,454.3945766739944,415.7387524361806,0.9741540126349797
Wireless Mouse,Outlet_J,684.0308470069333,616.2409375501732,1.1825324864605808,681.8089793054498,622.1278212338831,1.3390683500115477
Laptop Pro,Outlet_C,593.4720574058705,544.1453780687348,2.8734121172434786,583.8922677768026,488.5585068264101,2.394133526916245
Smartphone X,Outlet_H,551.9993428214889,479.8740443381791,5.501770030119753,576.1001434990649,471.66349930249845,5.91226174826888
Printer,Outlet_G,374.68903483958974,285.8188517801556,1.5616604152007276,405.4855380291993,370.5115851458234,1.4632397480967752
Smart Watch,Outlet_G,629.7954328892693,563.8032074772271,2.8346211429676433,647.4376633485289,566.7323481044931,2.6723506528665655
Projector,Outlet_C,611.2505503048205,511.744323710616,1.9618715924459043,591.8774421647012,478.08216140496273,1.8818873385092838
Wireless Mouse,Outlet_H,631.6569114755422,587.1602906243047,1.5411417776341738,630.4066527692024,569.0765976826157,1.4792551709087858
Tablet Air,Outlet_E,540.0181266588926,453.18094784648594,1.0197932356235717,518.2752295223712,434.074446725527,1.0225296572407723
Wireless Headphones,Outlet_H,478.6046713539815,444.5657354529715,1.2641554241141892,513.0597369439689,473.59831077343216,1.3052704314254218
Digital Camera,Outlet_J,565.1257311470046,503.2147209742329,1.777055934697058,523.9322574828053,460.72843425470757,1.647749339191245
Smartphone X,Outlet_J,501.5245596456655,446.6482256711124,1.4143776088346824,544.7582030111652,468.40531289961774,1.4829238782119611
Laptop Pro,Outlet_F,566.4563685421393,508.51271826164833,3.416232557946112,599.018873037505,547.8716669201325,3.1928112838971465
Webcam,Outlet_H,482.20021341292704,390.96500782409765,1.1147436472986225,540.9597654798575,444.26946845320725,1.4229978046632408
Fitness Tracker,Outlet_B,578.5727871848366,486.3954647478172,0.4850150236775153,539.9110315936549,446.49682371155205,0.4355903494712798
Wireless Mouse,Outlet_E,545.6980660187788,468.56920594326766,1.01178366783719,480.49800358084104,439.38171465772433,0.9943734191850956
Scanner,Outlet_E,581.666735619116,517.8240227679456,5.331590710194997,688.1566837644187,603.8121227305819,6.282606276180238
Printer,Outlet_B,478.5137232203253,451.66089219106715,1.2033740641779722,516.2090460694096,464.7704839240301,1.1189131461310822
Monitor,Outlet_J,700.6420303465233,652.5202167789206,1.671529713026856,733.5311717760907,664.5752255881459,1.583248032685581
Laptop Pro,Outlet_E,608.3596320504632,578.3630066675692,2.511450887650293,622.3397472183742,551.0582273506358,2.2057158817806344
Smart Watch,Outlet_E,477.37285185021284,404.21805791460383,3.1264361710944413,457.0944712056427,392.0570877247264,2.8009684240517525
Microphone,Outlet_H,365.94488550887723,284.6747213667974,0.5339349092877306,426.85118186180546,373.71116643901064,0.5392643906650983
Tablet Air,Outlet_B,607.5511968985212,520.1032348732884,3.5950626746770182,602.1543494852805,523.0944520361229,3.5826725057879636
Scanner,Outlet_C,540.0940993192148,472.4865558275453,1.7986896438956863,607.8588536447206,512.0285959748354,2.1690238029227085
Projector,Outlet_J,555.3633991362904,460.2382019012628,2.9024528108814693,566.0013688678041,485.84379926568255,2.627434442293239
Bluetooth Speaker,Outlet_B,302.4237277565641,240.75040159312698,0.3742064853880341,292.3994329565849,211.4930851360065,0.3202705815788937
Digital Camera,Outlet_A,546.1133104266148,486.35716796299033,3.4116833428014264,519.8435690755504,456.98124993850155,2.977087244707931
Fitness Tracker,Outlet_C,687.2782820270968,566.8831294056514,2.179036852331038,668.7325749859423,565.8531016509786,2.390152011780206
VR Headset,Outlet_J,431.3775497225211,388.1185398007395,0.4214412689284038,497.16903423463157,391.0216065030957,0.352665477276867
Scanner,Outlet_J,457.9100675986046,343.05025469621006,0.5079934250391817,457.4302850705758,369.89472859028797,0.5661017469356382
Monitor,Outlet_H,447.47116675243876,403.6845972692658,1.3636850047565126,389.72532444613785,346.1647719160435,1.0619175907550908
Tablet Air,Outlet_H,492.4316626690947,432.2652158415544,3.9492439847559537,583.891978717872,491.0004413208416,5.1232595322158785
Wireless Mouse,Outlet_C,519.0814966551939,429.27496184575966,1.4177661817132678,461.58727708333936,355.1748494933266,1.2186527989535798
Monitor,Outlet_G,531.8280123591517,482.6842634420711,1.9798457313494318,556.8098030182935,514.2387136845874,1.8483842229564322
Bluetooth Speaker,Outlet_A,517.8127380214019,457.08351475212294,1.1133546844367792,468.0645936497504,425.8002954922902,0.9696652564994152
Printer,Outlet_E,639.74061267411,575.0699129970006,3.376149089059151,648.8422309136347,589.9429038817686,3.1621203413583263
Microphone,Outlet_C,454.56224713229767,385.6094528241108,1.3199565451577229,476.33946469371506,401.84920176391626,1.4969178109725967
Tablet Air,Outlet_C,563.3835257077258,509.98248328965605,2.222939193638877,524.3195437855909,475.5497945287705,2.150511332052713
Printer,Outlet_F,376.15739264967834,304.54793947910133,0.38401067054532606,406.8276913218278,329.73217628590834,0.3632516276280851
Scanner,Outlet_D,387.38441620828854,340.6467814519988,0.670588697403221,441.3392047285682,373.14321254949226,0.7535913906581372
USB Drive,Outlet_G,690.7536979568354,608.9438827624695,0.4202367331305594,711.8962005700018,636.2935830146122,0.45239890268421323
Webcam,Outlet_B,432.716011358577,366.2241516607825,2.3101538898898544,489.78249325875066,417.1844827166289,2.7345327939765056
Mechanical Keyboard,Outlet_E,649.8164795607729,553.2883749531937,0.6888469139146061,649.6449339519166,563.0551478830004,0.7764696600564688
Gaming Console,Outlet_C,427.2411438805197,345.3124235520757,1.11187789927802,479.42025916429486,409.9967185162639,1.1432826856059526
Smart Watch,Outlet_J,528.9637008985493,457.5701607260011,0.9076430482325585,570.0851690796911,490.7368502779902,0.8926493160162831
VR Headset,Outlet_H,556.7516251788646,466.4346198567492,0.43376928078510274,552.1969397923641,449.8700165207101,0.4102481751448226
VR Headset,Outlet_E,403.6871575988077,320.8797578019101,0.5109219935032413,453.23217495534857,363.3885287151732,0.5352114076789528
Projector,Outlet_D,561.7730935048198,482.339658912061,0.9253711795337908,599.4827761285618,507.26983194224607,0.9390890532721786
Monitor,Outlet_F,497.4795534536343,402.6550305711215,0.5901390197228135,460.4426933456357,360.0716532411337,0.533510367183673
Power Bank,Outlet_E,664.888641421275,556.5891410587683,0.4223260417769257,637.3106460205079,564.614907314277,0.4745218628008849
Power Bank,Outlet_I,546.9336284735269,461.87457258009795,0.8046556278345389,571.0436734758293,455.13756042591507,0.7328641100790233
Digital Camera,Outlet_H,627.7183414035936,552.3905949258055,2.626362496270544,672.2191686917536,596.7937169441763,2.7702353492257115
Smartphone X,Outlet_F,479.60260084886875,414.9433423566002,2.115330139825071,472.3600020522074,378.83031169380166,2.249363181396971
Smart Watch,Outlet_F,578.8737570045604,499.0223857088508,0.5422511996945084,617.1851168892581,511.351931983578,0.6066165977224364
Mechanical Keyboard,Outlet_A,488.47338253305395,394.87126112737525,1.2746945694390401,455.87941548812273,392.11373418281613,1.2294932249103507
Smart Watch,Outlet_A,429.6561752844939,359.0476785853796,0.5443231603646163,468.13497749328405,390.661564010303,0.551616012627889
Wireless Headphones,Outlet_G,346.06404834424563,287.7943568887251,2.1079233069876673,326.91007608872746,276.3998964749198,2.071889556947172
Bluetooth Speaker,Outlet_I,500.90706114392987,388.4894042421644,0.7078999670846381,475.7440199901263,365.2068434995558,0.656704711449465
Printer,Outlet_J,535.5552897085319,439.6935026783915,1.1595551819456393,539.8677722532158,431.84552058367785,1.12944685454201
VR Headset,Outlet_F,551.8190625087487,494.3922214728099,0.6640548596574952,530.8256525414638,496.2702776880681,0.7160501262653128
Tablet Air,Outlet_A,483.746454724734,386.9848600653989,0.935450027582252,524.8275111049021,450.2383481802944,1.0058778834959252
Monitor,Outlet_D,521.8753376958248,409.39567913575155,4.4035500392327265,489.86024766817025,398.82343515003316,3.9001423319739925
Laptop Pro,Outlet_G,660.9803748789433,605.4880890852727,3.1902936101337893,637.5000261274566,569.8299667231316,2.624623135664678
VR Headset,Outlet_G,587.2168243458465,506.76747896559505,0.83899784567472,642.8497529862151,577.4771181334144,0.8289006719175203
Mechanical Keyboard,Outlet_H,536.1743384677637,451.2088909300494,1.6498476035011167,548.6104904277433,458.75552709631575,1.4528099053356172
USB Drive,Outlet_B,687.8120173345848,607.1519642388967,0.8119223794592255,714.6447471355636,632.3447702922127,1.0101064758071983
Digital Camera,Outlet_C,556.8599212916616,440.65336143193366,0.5312355722815333,589.8627746039203,478.0619675354986,0.5482514882316403
Gaming Console,Outlet_B,592.3858900041828,500.0109035664671,0.5694694596716682,622.0850426933881,525.712079489364,0.5315100921733581
Scanner,Outlet_H,417.93151527057796,338.66583311330163,0.6503836986143897,545.0463670526935,481.7909236333989,0.900311039046735
Webcam,Outlet_E,507.83562336558595,456.0594565984954,1.0947957103012025,473.70358887246243,429.51077756960353,1.098012950933944
Projector,Outlet_B,558.3106200018946,485.3837915227601,3.5317157887527486,603.8548534480199,535.7136367283548,4.2861723838152725
Tablet Air,Outlet_F,600.832773666843,493.871221390868,1.2253110391806088,590.940585746261,493.25874377577173,1.3071614329772658
Smart Watch,Outlet_D,684.0508375364473,636.1405358370708,1.0585608314264134,673.2532518254105,611.7735795288678,0.9328172329953165
Projector,Outlet_H,537.113725274442,447.42379700337705,0.5510827820382264,595.0402665921255,487.8096954025068,0.5423580253522359
Monitor,Outlet_I,545.823673539745,504.989171802925,1.3982139759599372,578.911061767289,539.1726694694852,1.3170964640431126
Smartphone X,Outlet_E,541.6819594240255,490.3914299729531,2.123040260786398,552.7789686134126,490.5911580898296,1.8479422366489777
Tablet Air,Outlet_G,556.2430815210711,487.87546451335,1.8511056794235687,632.5977700091157,521.3136215992303,1.183180766806876
Laptop Pro,Outlet_D,626.5848430007482,536.8114902009027,1.0342326827046076,648.2416057293365,575.0585834890425,1.1445253942738638
Smartphone X,Outlet_C,579.4969222070316,501.61281140054757,0.6573800951530105,561.2723644991129,464.99247762653596,0.6402946377240456
Projector,Outlet_I,598.1066255775853,495.5235459905668,0.5847805656420302,634.589229118572,521.7748067919794,0.6310607344477454
Power Bank,Outlet_D,495.2516709406747,396.90829720716357,0.45686341684329695,441.39930397601916,369.4596065004186,0.46458035531782155
Mechanical Keyboard,Outlet_G,602.8544307737839,517.6006560435266,0.5916036459948292,618.5659902089,536.5441775712808,0.6144176994407021
Scanner,Outlet_B,486.9339858835158,409.7664972261116,0.6810351699837874,515.8568379490891,443.8405025879295,0.7841009517285658
Webcam,Outlet_C,505.80403403493546,429.4445742798175,2.6572898036289216,526.8809849924996,468.4359007852598,2.4326211069550467
Mechanical Keyboard,Outlet_F,584.1820007799821,520.4683600786569,0.5428989670449101,606.7199516081272,537.3212972996138,0.5808769212021904
Fitness Tracker,Outlet_F,567.6628008308619,545.345741470669,1.6873863267418174,566.8845298423164,536.5776436951212,1.5894449978223222
Microphone,Outlet_E,537.9753635798004,479.87098212028036,1.8093157895686598,536.0661002229855,469.3196136387289,1.7336746031108932
Laptop Pro,Outlet_H,597.2509946979951,473.0002108862461,1.556458880899421,587.5643138308895,449.0963900835882,1.4981513429597542
Tablet Air,Outlet_J,553.0748543705861,464.0801561061732,0.8002389619709054,583.2062802323419,481.4427349558734,0.6493834640077865
Mechanical Keyboard,Outlet_I,674.4288627623249,602.3680869318745,0.9052735740426306,661.4128364840954,579.0497615907692,0.9266722061920571
Mechanical Keyboard,Outlet_D,481.98691300430266,413.24917616127436,1.5270239859348695,482.39975591122953,356.48084261219566,1.022619288605169
Fitness Tracker,Outlet_I,615.0075164922364,527.7779665780818,1.4679553869205426,619.0697454949162,553.7963847050718,1.5627705557111937
Fitness Tracker,Outlet_J,619.0770032265,534.7329001495494,2.1820077992826854,655.1307823620158,550.2315612991853,2.02996206689919
Wireless Mouse,Outlet_D,526.3783174442253,462.8131300575028,1.5229071187272742,521.353591625143,436.08617209574504,1.4455976567134712
USB Drive,Outlet_F,607.9922169676058,522.654942491428,1.7886890145399594,598.3164501528335,514.5844189796129,1.4599928524435715
Smartphone X,Outlet_A,471.9527405825884,389.89701196621576,1.168333504561826,554.4470677026615,438.94614735547935,1.309555222194404
Wireless Headphones,Outlet_J,362.00045923337956,288.43287120684846,1.3835319831527286,387.75758788649335,348.29879877984575,1.3012045810979391
Projector,Outlet_E,630.7824277058503,561.6287752454422,1.0028487455992605,673.5061650659703,586.9346077650117,1.0953633031693597
VR Headset,Outlet_C,485.4552825971484,432.1604799139916,1.1532461801406317,452.24496664277285,374.9636708905578,1.0319259284320677
Smartphone X,Outlet_D,559.6630107747429,511.3731745952689,0.6888337952398853,555.1508163340985,520.871486047486,0.6256855162743619
Wireless Mouse,Outlet_B,451.04052302913567,339.72078191533814,1.5237717339352734,482.5801281999437,369.9517198082843,1.9115234174193363
Power Bank,Outlet_G,584.0883710936724,461.6101525099206,2.0366217425567315,645.92542073392,573.2126530216294,1.6601015471149145
Wireless Headphones,Outlet_E,451.2104014370635,364.3450725145505,3.9969513424446723,426.12114392906284,378.35929051044303,3.543243997529782
Webcam,Outlet_I,582.9753650508002,436.52558306526385,0.9768045574893032,553.9700495129491,434.4727627621456,1.1724077670473418
Printer,Outlet_A,509.0762109506665,416.461877914488,3.0404395502421733,583.1656727472532,530.9573129725887,2.5912000644501805
USB Drive,Outlet_I,594.7848559480893,578.3460107953262,3.780420608943747,579.1853685195639,557.2079940074356,3.764378933021764
Scanner,Outlet_F,620.3004122428515,565.818091814921,0.7684304741675204,657.4220925883828,598.8456995787748,0.8667677046347043
Wireless Mouse,Outlet_I,482.32101375318683,446.40025580439755,0.5848498839931309,433.04579519057336,399.6220198013436,0.5980645004823991
Digital Camera,Outlet_G,395.66496265845575,325.73017975444526,0.8193026903676363,493.89303717662744,388.26400741587577,0.9810252598546212
Fitness Tracker,Outlet_E,551.5436483907223,515.4754857077413,2.398573516297073,587.4927031188896,549.1996137178008,2.2540824077579154
Smart Watch,Outlet_C,537.6887039382478,472.5306431877355,0.6142126752031696,522.9125579528719,479.6059059966229,0.6080394959267943
Monitor,Outlet_A,471.5591891648948,402.9547804927725,1.0642792298711738,418.77294359744786,331.96401329571086,0.9245237186106773
Monitor,Outlet_B,638.8490618459907,571.5179756660938,4.214187244968755,615.38197783128,542.7401880821159,4.021398603194907
Microphone,Outlet_J,458.2939386597969,392.72858642795495,0.5381962591976996,433.0080770841398,357.27213016650893,0.5100032706011933
USB Drive,Outlet_J,486.6781559283274,393.85695804608173,2.272598442408168,475.8842689818324,390.3824311712621,2.215679223590214
USB Drive,Outlet_C,556.2300600358922,474.3311546510802,1.4591997496026838,564.6983635732475,469.1157941440929,1.5868573657812768
USB Drive,Outlet_E,511.52388743467367,467.6556152244803,1.090395333393407,599.2419048321473,542.2124661256511,1.1537389380305851
Power Bank,Outlet_B,445.4415376208453,365.434982958136,0.5307165442462297,420.29074578826885,330.70411631339397,0.486764533510788
Gaming Console,Outlet_F,428.7638542700744,361.1361687418802,2.419003623803945,504.5298790390749,402.13869236598765,2.7605358867939405
Wireless Headphones,Outlet_B,479.31482354502407,418.45211024560217,0.502243868601511,547.4354521496493,452.71172208194747,0.46697713694416954
Bluetooth Speaker,Outlet_D,493.8977397217082,402.9894401200157,0.5300496138348585,478.7645429959898,389.9670155298498,0.5875973109536202
Bluetooth Speaker,Outlet_G,496.2089596270712,385.310054781811,1.864081223784904,501.99479064210766,356.0584691148926,1.5721831391792502
Microphone,Outlet_D,587.9050051966314,472.8694004606169,0.6638349833061469,641.5503909653495,541.0871026042887,0.8294406480899431
Gaming Console,Outlet_E,605.2723638594449,519.4644216966377,2.8662613286646597,445.03338163664006,399.25786541468625,1.7777102017200248
Microphone,Outlet_A,579.3492783340807,504.6351445487633,1.1694470794023852,649.0435284907329,575.1592277699335,1.0095994913760953
Wireless Mouse,Outlet_A,412.6847158128513,329.94445740169994,0.3028281423986907,373.1755241638388,294.3169808435129,0.28393213673669315
Bluetooth Speaker,Outlet_F,551.9144343027929,471.9256957995579,1.9366354450149261,564.9337260147705,487.2428923264672,1.6146103858445404
Webcam,Outlet_G,601.8341346054219,512.252408208694,1.0850831176859548,486.38296122326415,394.69749960072704,1.209631547172884
Wireless Headphones,Outlet_C,623.190455185804,555.5237287777567,1.2039016870845973,605.3070221030688,539.4775532852235,1.2097033486210511
Microphone,Outlet_G,526.4369150453325,461.66403575166765,1.8349481447508176,463.7962398269116,393.85545757640654,1.5419292175915003
VR Headset,Outlet_B,365.8276541689728,297.23885608242193,2.806140896723729,453.150494578332,360.7702539826959,3.759584525719981
Bluetooth Speaker,Outlet_C,414.59843521538204,378.9603371688795,1.3052569157475526,465.26394701259954,412.1116211534448,1.4786512590211602
Monitor,Outlet_C,523.1468031429138,462.45311736625484,2.1051673158257396,585.1315178581449,502.43504941612235,2.0187703728510855
Webcam,Outlet_J,435.8460282476177,375.7755619568532,0.43746491036057783,460.94135893409447,399.75367464650895,0.40210906789478157
Digital Camera,Outlet_D,573.0189907263685,524.2016831290395,1.2457622685300151,500.39692696712905,463.7680426520169,0.937537872219205
Microphone,Outlet_B,413.3044337238193,361.99461815804506,0.8727077932516618,370.7373541432148,308.2895719334353,0.8795054133417713
Wireless Mouse,Outlet_F,434.0415812947928,345.4880994049642,3.9894715075572766,541.1292812307119,407.5504657662964,5.6256646603122755
Scanner,Outlet_I,611.5056676968453,551.5513351870618,1.39121040133269,558.0204517004104,480.63044915905834,1.1232993221437033
VR Headset,Outlet_D,474.0802974021389,395.5424631628728,0.6430824978564732,430.1504367046731,342.2767614915994,0.4976889819168934
USB Drive,Outlet_H,660.6947771578042,558.8736120021574,0.7028829276784632,617.9442518417404,548.2090474629057,0.621899175208697
Microphone,Outlet_F,322.461396949896,283.83425545459204,0.3489121770771528,408.35715843719,309.16782734451107,0.38955219715783534
Gaming Console,Outlet_H,474.27772528384673,369.60591419767894,0.7301453402794961,566.508705211955,455.9192170738836,0.9044635368796249
Printer,Outlet_D,439.3098432589795,388.48041294064683,0.7611136940670953,424.75668282108495,372.04195459499306,0.5922688603496037
Webcam,Outlet_D,580.1703168096419,490.60857971067384,0.5006279049915503,624.511636135777,509.6462572244083,0.5000640949531249
Power Bank,Outlet_A,526.3084921042149,468.17126011464916,3.1192499898233224,534.1171033125903,462.44073638545484,3.0090025757494114
Power Bank,Outlet_H,556.6838946717304,514.4788172356065,2.231960757305566,586.438712014882,538.6794519637341,2.360882303010411
Smartphone X,Outlet_B,495.64745895452336,439.8559115603439,2.768554268586089,546.5190761532879,478.32988717030753,2.487047734854484
Digital Camera,Outlet_F,605.4319003443483,524.2593675825254,1.2737834099535712,576.6731590574599,508.7050419350383,1.2302848581574057
Fitness Tracker,Outlet_A,641.1282239895622,589.7316570981537,1.3530273344880364,649.406311413719,591.798472660031,1.5054260812071762
